,track_name,artist_name,release_date,id_track,popularity,genero
0,Contando Lunares (feat. Cruz Cafuné),"Don Patricio, Cruz Cafuné",2019-01-27,6uW0PIRcyZLvkoonm763xD,61,rap
1,HIGHEST IN THE ROOM,Travis Scott,2019-10-04,3eekarcy7kvN4yt5ZFzltW,81,rap
2,Ransom,Lil Tecca,2019-08-30,1lOe9qE0vR9zwWQAOk6CoO,82,rap
3,Dembow y Reggaeton,"El Alfa, Yandel, Myke Towers",2019-08-02,3OB01aM0Nf7tWds1TLEL3j,61,rap
4,La Placita,"Delaossa, EAZYBOI, J.Moods",2019-07-19,5ZmmNBKHKLDureKMGrRHCJ,53,rap
5,Circles,Post Malone,2019-09-06,21jGcNKet2qwijlDFuPiPb,81,rap
6,Mayores,"Becky G, Bad Bunny",2019-10-18,2AY1UAimvTqjJC8vDJsOyy,68,rap
7,La Mejor Versión de Mi - Remix,"NATTI NATASHA, Romeo Santos",2019-10-04,2dy3TKVDEbIeWxeIb8JWqZ,67,rap
8,Zorra,Bad Gyal,2019-12-12,0OP1RzrglC008kj79Httv3,52,rap
9,Rueda,Chimbala,2019-07-19,4yB4AnDLdxyLIXtUWrkdxM,53,rap
10,No Tenemos Nada,"Amenazzy, Myke Towers",2019-07-26,6UGc9l0tpk1xSx9KV2fOVf,53,rap
11,La bandite,Jul,2019-06-28,0goer5e8B6SJaTV2B51k6f,66,rap
12,The Box,Roddy Ricch,2019-12-06,0nbXyq5TXYPCO7pr3N8S4I,79,rap
13,Under The Influence,Chris Brown,2019-10-04,5IgjP7X4th6nMNDh4akUHb,80,rap
14,Hola Señorita,"GIMS, Maluma",2019-04-26,71MEWIf4Itr8Pd9OW5Mq7q,60,rap
15,Dispuestos a morir,"Natos y Waor, Homer El Mero Mero, C.R.O, Bardero$",2019-09-06,0qZXZnRY8HnJSwnXW3qxwu,53,rap
16,Suave - Remix,"Jey Blessing, Rauw Alejandro, Los Fantastikos",2019-11-07,6K7V47wFpfam2aeE893rbL,54,rap
