,track_name,artist_name,release_date,id_track,popularity,genero
0,El Fin del Mundo,"La La Love You, Axolotes Mexicanos",2020-12-11,70JnnNNAxPjvZGPwjJfX47,65,pop
1,Hawái,Maluma,2020-08-21,1yoMvmasuxZfqHEipJhRbp,76,pop
2,Blinding Lights,The Weeknd,2020-03-20,0VjIjW4GlUZAMYd2vXMi3b,84,pop
3,Dile a El,Rauw Alejandro,2020-11-13,13Tbv4nflNxg9kYBIbJnd9,72,pop
4,Antiaéreo,Arde Bogotá,2020-03-02,15tDDogDQ8kOcs5b6G2bN5,56,pop
5,A Partir De Hoy,"David Bisbal, Sebastian Yatra",2020-01-02,3Z7JMhKrVBiMvMd0xV1vyI,65,pop
6,El Mismo Aire - con Pablo Alborán,"Camilo, Pablo Alborán",2020-06-10,5EbtodsuLbxrFDH6j5avVS,69,pop
7,Entre Sobras Y Sobras Me Faltas,Antonio Orozco,2020-10-29,21kzkYl2j4Sq89FCj9HrqF,55,pop
8,Despeinada,"Ozuna, Camilo",2020-09-04,0JAZWvvqttGFm4UMDsPQXC,68,pop
9,Save Your Tears,The Weeknd,2020-03-20,5QO79kh1waicV47BqGRL3g,81,pop
10,Inolvidable,"Ovy On The Drums, Beéle",2020-01-15,0OTtnwUO8natNWSwdZvXVF,68,pop
11,Si Tú La Quieres,"David Bisbal, Aitana",2020-12-10,5agt9CgF8dTRXgNtn1zflm,59,pop
12,Amigos,Galvan Real,2020-12-07,78OSjd1nAuqqFIH6LJAQGj,53,pop
13,Virtud y Castigo,Arde Bogotá,2020-06-12,2srHBWxK0igCV4kr5M9CNb,53,pop
14,Siempre Que Amanece,"Maka, DELLAFUENTE, Morad",2020-10-09,4AsrtM9cxSYQJLp1978fm4,54,pop
15,Tattoo - Remix with Camilo,"Rauw Alejandro, Camilo",2020-11-13,4G3PTss3mU33Tau7t4KbwE,68,pop
16,+ (MÁS),"Aitana, Cali Y El Dandee",2020-12-10,1MXzojJav1N4cREWTFm1iZ,58,pop
17,Hecha Pa' Mi,Boza,2020-07-31,3VvA1wSxukMLsvXoXtlwWx,67,pop
18,El Motivo,Maka,2020-12-10,3bi1trbFYXsG4J1YqPEB4B,53,pop
