,track_name,artist_name,release_date,id_track,popularity,genero
0,All The Stars (with SZA),"Kendrick Lamar, SZA",2018-02-09,3GCdLUSnKSMJhs4Tj6CV3s,90,rap
1,Love,"Hard GZ, Lupita's Friends, Lil GZ, Tee Amara",2018-11-23,3wm27SCXXbKtLVv1B6JLFN,57,rap
2,Cicatrices,Natos y Waor,2018-02-13,2zQvtkghOHiBG48Bj0oFR9,57,rap
3,MALA (feat. Anuel AA),"6ix9ine, Anuel AA",2018,5tYCl2bT9bDjMuTyn6OVb0,74,rap
4,BEBE (feat. Anuel AA),"6ix9ine, Anuel AA",2018,4jCodMLVA5tV5MhPrspTfV,67,rap
5,God's Plan,Drake,2018-06-29,6DCZcSspjsKoFjzjrWoCdn,79,rap
6,Lucid Dreams,Juice WRLD,2018-12-10,285pBltuF7vW8TeWk8hdRR,81,rap
7,Dema Ga Ge Gi Go Gu,"El Alfa, Bad Bunny",2018-02-09,47trirgpaLmWk4Lqk3RrZk,63,rap
8,Muevelo,"Lirico En La Casa, Atomic Otro Way",2018-01-15,2EKhwL63hyaGrduXq36Dv6,59,rap
9,Conejita,Atomic Otro Way,2018-07-21,0xLwnCEEIPLkaIfDrp2Vmw,57,rap
10,Suave (Remix),"El Alfa, Bryant Myers, Jon Z, Miky Woodz, Noriel, Plan B",2018-11-02,4phvdPGXE8MGXsTBhqB5ht,64,rap
11,Te Enamoraste de un G,"Cruz Cafuné, Sholo Truth",2018-03-16,3x4N8cIomNkSmm0WiA8xqQ,51,rap
12,No Lie,"Sean Paul, Dua Lipa",2018-06-29,48QmG1dfvMuYLxMPt7KSRA,78,rap
13,SICKO MODE,Travis Scott,2018-08-03,2xLMifQCjDGFmkHkpNLD9h,79,rap
14,Cuenta Conmigo,Cruz Cafuné,2018-03-16,09mher1pkrrvgc5PKBbvxS,50,rap
15,Agua Pasá,"SFDK, Kaze",2018-03-02,4QXiKcZwVr6MmgBXjsdGdU,50,rap
16,Hope,XXXTENTACION,2018-03-16,2ZRo7axmMPeSVUvDbGkJah,79,rap
17,Con Silenciador,"El Alfa, Anuel AA",2018-11-02,0CcQ48Vvf92W69agjplFmf,60,rap
18,Moonlight,XXXTENTACION,2018-03-16,0JP9xo3adEtGSdUEISiszL,79,rap
19,Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",2018-11-06,7dNwJbsT0sg1le5kVugGJb,65,rap
20,Amantes de una Noche,"NATTI NATASHA, Bad Bunny",2018-01-12,2iCOdoyDmWG3hWkbtH1KB2,63,rap
21,Caminaré (feat. Maka),"Natos y Waor, Maka",2018-02-13,4sBIpgWxetCgCFGIxKKWjk,49,rap
22,Bicho raro,Natos y Waor,2018-02-13,0wa6vnWunlgJ23vMCVDM3p,49,rap
