,track_name,artist_name,release_date,id_track,popularity,genero
0,Piel de Cordero,"Quevedo, La Pantera",2021-08-07,04d4GpLedinwpfctvgOIhY,63,rap
1,Ahora y Siempre,"Quevedo, Linton",2021-12-11,4iaNmAvcZ6sPGvgZ6vQQdx,64,rap
2,Otra cama,"Hard GZ, Dualy",2021-04-30,5HKnmHBpjIXnSSXlJmrLAQ,56,rap
3,Tu Y Yo (feat. Los del Control),"Cano, Los del Control",2021-10-29,5pVEORKrVAtcWOEMJlZCFB,54,rap
4,Blin Blin,"Bad Gyal, Juanka",2021-03-18,4OWPAMZcoRwAmMA971KBTh,59,rap
5,Sudores fríos,"Natos y Waor, Recycled J",2021-04-13,4OuiDQdjh3I7aswGHyT0rC,54,rap
6,Historia De Un Bandolero,"Cano, JC Reyes",2021-07-30,582RPFqtDISVhZbbWaVW06,53,rap
7,Ella No Es Tuya - Remix,"Rochy RD, Myke Towers, Nicki Nicole",2021-02-03,5YYW3yRktprLRr47WK219Y,63,rap
8,Nueva York (Tot*),Bad Gyal,2021-11-25,1z5TNHJ4WP2ftKhRpqdoNY,53,rap
9,Universitaria,Quevedo,2021-05-15,3durq4YUSFRaeoodpfHBmJ,53,rap
10,Cuando Ella Se Va,Cano,2021-06-17,5d2NpYRSedleVRVzQUxCNI,50,rap
11,Ringui Dingui - con SFDK,"Kase.O, SFDK",2021-04-23,7zrmKJCfEHluOWJy8LFnTs,52,rap
12,Ojos Verdes,Delaossa,2021-09-29,5uE3JWZGT0JybAFVLkTlJE,49,rap
13,Tentaciones,Sosad.97,2021-03-25,1efDfSv3g8AnJTuP3FpJLp,49,rap
14,Su Payita (Gramos),Bad Gyal,2021-12-02,2WPFpC4oQxjBpSgsCoQrCf,54,rap
15,Uva Bombom,"Rochy RD, El Chuky De Lewa",2021-08-20,0ynhqjP6gIxoaGTWibGhjc,58,rap
16,Calle Cortada,"Ill Pekeño, Ergo Pro, Hoke",2021-05-14,0nDFRlto0k3TTpNONZ2dWe,48,rap
17,Una Vaina Loca,"Fuego, Manuel Turizo, Duki",2021-10-21,2qEoAz0i6yEz5dPggABcLH,58,rap
18,Ven,"Hard GZ, Lupita's Friends",2021-07-09,5GcisMMgQNIaHmLPmJCvQV,47,rap
19,Mal Agüero,Delaossa,2021-12-09,1eg8EWKfaRltn806sZvuDa,47,rap
20,Fair Trade (with Travis Scott),"Drake, Travis Scott",2021-09-03,40iJIUlhi6renaREYGeIDS,75,rap
21,Nmout 3lik,Cruz Cafuné,2021-06-24,05ZKGe9Di06EQvEYkLJnbk,47,rap
22,Más Alcohol,"Natos y Waor, Recycled J",2021-03-26,2fUNClsenOu5PWHLBHSIDE,47,rap
23,Dos Días al Mes,"Hens, Delgao",2021-05-21,4Ws1SBzrc8MgbtxVyXFfyP,47,rap
24,Tobogan,ZOO,2021-03-26,4VTUvh41TeBWemxxBHGxOV,47,rap
25,Nosotros,"Natos y Waor, Recycled J",2021-03-12,4B7Woc3lm2cGC7Y0UxcYpY,47,rap
26,La street,"Jul, Morad",2021-12-10,29n9av2AJlYDHtqfuv0X04,59,rap
27,A la tumba,"Natos y Waor, Recycled J",2021-04-13,5NwMiXLw1SnW4O7SgsaHeo,47,rap
28,Afloja,"Kadec Santa Anna, Blakk999",2021-01-01,1TrYfvW9k9IQZlcS6c0C5a,46,rap
29,44,"Bad Gyal, Rema",2021-03-18,0NipDzamAtvro0HMcZD5DK,50,rap
30,Rimmel,Quevedo,2021-10-09,1pdK71OIQBAEHHSZ3pUggO,49,rap
31,Tu Nombre,Serko,2021-09-04,33UWGeTCXO7DEYFJzvhsqH,46,rap
32,Mood (feat. iann dior),"24kGoldn, iann dior",2021-03-26,4jPy3l0RUwlUI9T5XHBW2m,74,rap
33,Me Encanta(s),"Hens, Walls",2021-05-21,3S1lg0ytmvtPRV4qv4iWL4,47,rap
34,Ebay,"Ergo Pro, Israel B, Cruz Cafuné, LOWLIGHT",2021-10-28,41fCnUmDhJfHRn4zxXDC61,46,rap
35,Has Visto Qué Suerte,"Kadec Santa Anna, TTM Prod",2021-11-26,2zpgTTmSbI1cwRYyNKc7LW,45,rap
36,Foxy Eyes,Cruz Cafuné,2021-06-24,6N6q3sjuenff6vQpalPHuH,46,rap
37,Cómete Mi Éxito,"Kaze, Shoda Monkas",2021-07-29,0rSa9kV15xbQYl7Bdpj9ZB,46,rap
38,The Color Violet,Tory Lanez,2021-12-10,3azJifCSqg9fRij2yKIbWz,81,rap
39,La Culpa,"Sosad.97, Antony Z",2021-10-15,6yw1EgXtejepbpKadSIVjl,45,rap
40,family ties (with Kendrick Lamar),"Baby Keem, Kendrick Lamar",2021-09-10,3QFInJAm9eyaho5vBzxInN,79,rap
41,Estás Con Él,"Quevedo, Wos LasPalmas",2021-12-31,5YOObwV9DaFoK8Z85LZbY0,50,rap
42,No me olvido,"Quevedo, Juseph",2021-02-20,4Y2qCrHtrbl3dEPGFWCHvK,48,rap
43,#RapSinCorte L,"Foyone, Recycled J, Sceno, Sofía Gabanna, SpokSponha, ToteKing, Dollar Selmouni, EAZYBOI, Elio Toffana, FERNANDOCOSTA",2021-11-12,1POeUrfkWVRPjaUbf5fgca,47,rap
44,Flow 2000,Bad Gyal,2021-10-14,1BOLgpXolZEcIaCEIuFhPM,52,rap
45,Este Verano,Cruz Cafuné,2021-06-24,5570VMVvXhONghMCBbzZZE,45,rap
